error1count,error2count,error3count,error4count,error5count,voltmean_24hrs,rotatemean_24hrs,pressuremean_24hrs,vibrationmean_24hrs,voltsd_24hrs,rotatesd_24hrs,pressuresd_24hrs,vibrationsd_24hrs,voltmean,rotatemean,pressuremean,vibrationmean,voltsd,rotatesd,pressuresd,vibrationsd,sincelastcomp1,sincelastcomp2,sincelastcomp3,sincelastcomp4,failure
0,0,0,0,0,167.8628937,440.1057282,101.901156,39.53515364,14.95879831,46.14703841,8.65024437,4.214470476,157.3480911,450.8092336,110.5704118,35.58405276,12.66860273,54.31449624,7.367554227,5.098643494,9.25,24.25,114.25,84.25,0
0,0,0,0,0,174.0396954,379.9589075,103.0031385,40.26625735,16.11188481,41.59935733,11.70206235,4.305541617,181.4769439,393.2344552,94.40856675,39.12485588,16.02662028,44.61981809,9.480869964,4.824851147,35.25,50.25,5.25,110.25,0
0,0,0,0,0,175.9003452,439.1732672,99.8345037,38.80692128,19.3003461,50.9410881,7.341448027,5.451329116,207.8689086,438.1891241,97.53927546,44.06631941,17.84256465,53.39605359,2.850934509,1.585588027,43.25,28.25,13.25,58.25,0
0,0,0,0,0,167.1242141,455.3185298,97.06072266,38.87366488,13.27651207,42.2395359,8.813565097,5.719127221,163.0303516,465.0489528,102.8265471,36.97962534,9.284615913,28.34201453,6.541477033,1.468750379,9.25,24.25,24.25,9.25,0
0,0,0,0,0,168.5636555,453.4907285,101.7064831,40.43609557,14.98788389,36.63874856,11.49513117,4.877259529,167.7236029,428.5894551,98.35290387,35.04360791,7.278911758,29.31626352,3.410544771,6.616531946,57.25,12.25,27.25,57.25,0
0,0,0,0,0,167.5749818,371.1678081,99.87322349,42.65804778,14.5461346,71.13223752,9.455019332,4.974980038,173.8591596,448.7227594,94.71181456,49.32052737,15.36293077,72.68878091,6.111493433,3.224492884,15.25,0.25,105.25,275.25,0
0,0,0,0,0,168.5507381,490.513111,99.13655143,39.62775631,16.01096391,57.10878766,8.903331139,5.524883432,180.9247633,515.8498469,97.36431006,41.24712208,13.98192809,43.41773979,10.41007774,3.410271008,57.25,72.25,42.25,12.25,0
0,0,0,0,0,166.3804883,459.9711286,99.92382926,39.90653038,12.81097271,62.95250576,9.702556245,4.780242093,175.9768324,428.1539093,95.08589063,43.15101274,20.31414304,60.0327074,3.505115537,4.767570723,1.25,16.25,1.25,46.25,0
0,0,0,0,0,167.245432,449.5274446,106.3955883,40.1730767,14.30531272,39.65362354,9.825906045,5.480817732,151.5169144,461.5049502,105.3885054,43.77988076,3.402314423,24.11434595,15.31648751,3.181695401,144.25,99.25,54.25,9.25,0
0,0,0,0,0,172.2521544,445.1222593,99.01218985,44.17775513,14.1417433,47.89624194,9.879773074,6.758967634,182.2707898,495.4429726,97.50788333,53.6586055,16.57521246,30.93999288,5.444337046,4.073932622,57.25,42.25,12.25,87.25,0
0,0,0,0,0,170.6775955,459.46979,98.3289369,39.70505792,10.7347788,53.26035746,7.92110731,5.090344696,166.3499751,424.2730249,108.3817457,35.61067438,7.920272694,47.80708644,2.275238919,7.289168318,29.25,74.25,29.25,14.25,0
0,0,0,0,0,173.596894,452.2658328,96.00143228,38.68093589,14.49830457,50.52109809,9.438426099,5.041086416,178.9352201,476.0085536,94.61438933,37.80823889,9.770426135,24.08435436,18.005244,8.059328722,23.25,23.25,128.25,38.25,0
0,0,0,0,0,171.916665,455.525994,99.39046046,39.34325578,16.49366188,51.42112254,10.85354136,4.500966459,158.5697436,475.7903564,98.07389114,39.36086306,18.22513394,44.83432595,7.814883473,5.246630463,2.25,17.25,32.25,2.25,0
0,1,1,0,0,165.4766146,368.2742962,99.80329146,40.64065369,14.0351065,51.3043991,12.42734158,5.212930963,174.7808177,363.4942323,89.17531614,39.58668449,2.01376167,46.61471898,18.61296696,3.252157638,14.25,59.25,74.25,29.25,1
0,0,0,0,0,166.6957584,442.6748166,102.4020628,42.20841812,15.76242419,37.84240448,10.67898742,5.719204745,169.382225,467.3143839,97.39383425,47.2673681,8.446132449,32.02013681,1.452306944,4.080475546,64.25,200.25,4.25,34.25,0
0,0,0,0,0,168.0256774,452.4721121,96.74136623,39.68989439,14.97924409,50.60604177,9.392817065,4.555309534,150.0554937,498.506598,100.80641,41.5176401,4.78110934,15.4243784,9.303736349,2.381685292,12.375,42.375,27.375,12.375,0
0,0,0,0,0,185.069366,446.5439699,97.22641411,47.22930762,21.19149475,65.48340719,9.603908582,6.670536554,184.3102299,449.6268743,106.5648759,37.38042456,6.095129652,50.15940143,16.56663515,1.460076022,104.375,14.375,29.375,14.375,0
0,0,0,0,0,173.0934905,454.3482921,101.0171145,39.99659326,15.76819941,51.00083648,11.97055819,3.953028961,176.2931956,464.5000351,99.6195819,39.03408199,19.40785614,22.35802482,14.29093795,3.093697589,100.375,40.375,10.375,10.375,0
0,0,0,0,0,173.8111874,456.8310885,109.0371889,42.60206951,13.40300654,36.70161758,17.08207819,4.563999071,163.2139026,466.4254945,122.2023211,39.93672859,12.52883115,29.05547789,8.061516876,3.420901429,0.375,90.375,45.375,15.375,0
0,0,0,0,0,168.0634925,448.819292,100.1261838,39.00003163,14.56091254,52.39022951,9.989786688,6.234123873,168.4127396,469.9122002,105.109355,35.75407333,14.78561929,27.80159741,11.5098643,0.641777852,83.375,8.375,23.375,53.375,0
0,0,0,0,0,173.0764848,456.0954891,100.9671278,41.24613068,14.12345232,50.17855752,8.129331491,2.957610437,167.4140013,498.8891796,94.99379487,40.58285997,7.100002681,70.38917438,5.493348941,2.916240676,10.375,40.375,70.375,55.375,0
0,0,0,0,0,170.8760421,449.312715,99.21491592,44.16906797,15.0746362,48.63537036,8.312599127,6.785094255,178.5771949,508.3126413,98.51571051,39.63247582,6.051504937,45.93043339,5.609854505,3.555205078,53.375,23.375,8.375,53.375,0
0,0,0,0,0,173.3007094,451.3337535,100.5072976,41.31904546,12.03158496,53.94201561,8.329047736,5.676292237,163.1262704,427.6461858,105.2075895,39.65837847,11.18213578,45.76683295,12.71801811,5.632238816,26.375,11.375,11.375,101.375,0
1,0,0,0,0,188.2607953,441.5959622,102.4717377,38.86182085,16.96588079,56.72863349,9.874007744,4.553315695,178.9346663,396.9903433,106.2487365,35.96910962,1.877992599,37.14665505,13.20997598,3.180063303,44.375,14.375,14.375,29.375,1
0,0,1,0,0,166.5951612,461.3098768,103.0685497,40.1841965,14.82324373,64.4432709,14.14053145,4.107681377,159.3030942,463.9109902,102.4345825,42.12597752,19.98705537,76.27773839,4.431878485,1.679501719,28.375,13.375,13.375,43.375,0
0,0,0,0,0,168.0809916,449.8310781,104.6559121,40.423566,17.79068605,60.24946631,10.16886487,5.354858819,172.5313678,435.3855601,104.0017595,44.8934934,5.314719972,32.1480501,13.27849387,2.816712906,350.375,72.375,12.375,27.375,0
0,0,0,0,0,171.7609562,451.3659276,99.22442577,39.44096414,11.55135633,48.29457464,11.36736753,4.191098914,165.8445675,490.2564344,105.904385,37.90319113,5.838713899,62.93182261,4.053147268,3.034269456,40.375,85.375,70.375,115.375,0
0,0,0,0,0,174.4433195,440.8503932,99.26660309,40.05999956,17.62716016,46.57040251,8.344820759,5.718559532,183.3595489,413.0150899,102.2124926,39.17448272,4.965184579,50.2272881,10.4569249,9.128192675,96.375,21.375,6.375,6.375,0
0,0,0,0,0,171.3827242,451.9838798,102.7140863,43.12161164,16.3865985,51.16501084,10.18335319,6.85677881,182.0763324,466.7389581,105.8880817,39.59957574,26.99334082,46.47445337,5.680022601,4.583345239,31.375,46.375,1.375,16.375,0
0,0,0,0,0,170.0686939,441.5766226,98.90582985,40.02521409,10.89753498,41.75047046,10.06475369,5.113797061,177.4920636,406.2724554,89.96453587,44.39783731,7.253421137,34.10005479,15.02519847,2.434505609,12.375,12.375,42.375,162.375,0
0,0,0,0,0,175.8140929,400.9810346,116.8669643,40.59038403,17.92614639,64.97595286,16.93622216,5.403568896,206.6351362,418.3083763,103.2518369,39.95984991,15.27131628,105.2645952,15.30344122,6.135555934,15.375,0.375,0.375,75.375,0
0,0,0,0,0,171.4166388,418.6228736,96.74660084,38.47103614,15.94999874,64.06552815,8.902572874,5.295696411,173.794856,363.9151332,103.1799737,40.86049932,13.38360286,36.83275503,3.785090311,9.374015567,46.375,46.375,16.375,31.375,0
0,0,0,0,0,170.5164319,448.1264415,99.45705413,40.17529255,15.05686596,51.92409938,10.31778482,4.066431628,180.6491899,429.5759192,107.8735584,39.98175311,5.394992105,40.59857558,6.784865344,5.515910264,77.375,2.375,32.375,47.375,0
0,0,0,0,0,171.6668008,437.7290237,100.1540481,38.8469812,17.5495021,47.00099652,10.26127691,5.226334968,161.5190021,447.3909644,94.67963021,41.58917339,27.84296365,11.40575349,8.129898247,6.244591881,19.375,4.375,64.375,4.375,0
0,0,0,0,0,175.1485959,446.6059076,99.8589602,39.50607923,14.87947004,60.48824234,10.29402314,5.004595301,170.0359139,421.9708228,101.7119707,37.24960468,22.58660169,37.63480291,3.741044534,6.604560058,88.375,13.375,73.375,58.375,0
0,0,0,0,0,162.2268339,433.759583,122.8615078,38.25243627,15.29906074,45.22293955,10.24728555,3.653748226,164.3343397,398.175476,124.3146615,38.02760491,13.38833882,29.57771174,8.830337896,2.775948598,24.375,9.375,159.375,84.375,0
0,0,0,0,0,169.320694,444.4285523,103.7932357,39.84498667,11.59167524,54.11242615,7.551272538,5.185939932,166.6632685,425.4464853,100.0982294,37.910032,7.706052784,21.6554133,11.80613105,2.869818184,10.375,55.375,40.375,10.375,0
0,0,1,0,0,172.3883983,461.0235403,97.56258631,39.5979656,14.38785748,63.96003215,10.09132957,4.346242924,161.5476629,444.7426413,104.4448963,43.59552505,7.147206085,21.50671501,8.371332151,5.257961698,57.375,42.375,12.375,57.375,0
0,0,0,0,0,171.5525861,459.2582899,117.9784221,40.72873752,15.01088644,53.50007003,14.92936403,3.981033897,163.4836055,506.7515168,106.9565895,40.74634786,8.058019088,24.01055082,7.901709114,1.283253632,15.375,30.375,0.375,30.375,0
0,0,0,0,0,170.9497496,457.0740985,99.15758657,41.25453583,15.09103277,44.64847994,10.6548998,5.744795198,175.8904307,449.4752027,109.2116176,47.23773816,15.60428034,32.91981236,16.88014278,1.230840333,13.375,28.375,43.375,58.375,0
0,0,0,0,0,172.4074848,445.3846697,101.3226809,38.94026074,12.43779016,55.27661591,10.98671953,4.835009727,166.2333113,423.5408372,109.5750553,41.72480032,15.98720535,57.38119919,8.335341469,5.261056629,26.375,26.375,11.375,11.375,0
0,0,0,0,0,175.2490057,448.1987539,101.4643605,40.13116011,12.09668657,44.54956237,12.45682203,5.381350299,178.9910136,448.9094259,104.6519506,44.14142608,13.33192535,55.00232193,18.55613231,4.341460202,157.375,7.375,22.375,7.375,0
0,0,0,0,0,172.0690995,436.4050289,100.4469861,41.57654199,11.66523397,64.98649895,10.03780711,5.524131657,166.2157295,415.5146795,96.23313205,36.36677037,12.10189426,57.14774512,4.388469809,2.946500069,31.375,16.375,16.375,1.375,0
0,0,0,0,0,172.3391301,453.8223071,98.73579326,41.50734693,18.75726486,50.55604418,8.610925798,6.631350116,152.6633473,430.7155907,99.64961614,50.72220663,13.55840462,73.56691914,6.191995877,7.722899166,0.375,30.375,75.375,30.375,0
0,0,0,0,0,165.2676864,434.0550529,99.44383297,40.68682727,12.59202957,51.15092391,7.713596455,4.770725848,154.9415106,395.8636344,99.26844349,43.93074369,19.72858251,50.51850551,7.30262559,1.942600528,365.375,8.375,8.375,23.375,0
0,0,0,0,0,172.3650644,456.5265566,101.3870074,38.37266473,14.30124745,56.57335877,8.456887972,4.81004977,158.3507954,430.4187102,97.79878607,34.97995282,12.2385039,37.84283297,9.898709052,2.175778408,10.375,145.375,70.375,10.375,0
0,0,0,0,0,170.5830081,437.3191556,98.36073478,39.92434088,16.1331215,42.48728481,7.124529198,4.734342283,170.5636475,426.9270123,95.31517463,43.24366459,8.518355373,22.12384296,12.87738136,5.042062244,37.375,7.375,22.375,7.375,0
0,1,0,0,0,170.5385321,447.2705673,101.6826899,39.85702216,13.62793427,35.27289837,8.778137626,5.763332514,168.1128625,454.9549563,101.7498595,38.06708147,25.66384773,20.64233408,7.04980809,3.386620258,136.375,31.375,76.375,16.375,0
0,0,0,0,0,169.0136675,456.0733396,98.05372988,40.53947769,16.57477267,39.57629252,7.820557235,3.505932232,164.9768058,424.4612314,98.66856574,37.9707312,17.99536967,30.92103173,4.058504931,2.451929142,76.375,181.375,31.375,16.375,0
0,0,0,0,0,164.3678149,460.5659427,99.82161426,41.13336754,15.22862412,38.96728136,10.95384451,5.29772984,171.166081,458.4582089,92.88523424,38.21955957,23.82125703,49.65762055,11.49105178,1.718228334,26.375,116.375,26.375,11.375,0
0,0,0,0,0,170.0108325,359.4075377,101.0871711,41.1922631,15.09881254,40.06799116,12.44937659,3.980696525,178.7605463,327.3159122,97.68451292,40.06505407,23.57786905,48.99461732,16.41588197,4.519186767,25.375,10.375,10.375,25.375,0
0,0,0,0,0,168.175983,361.5578613,113.163304,41.95341501,14.04909849,40.99395251,16.44724678,5.892150032,160.551861,368.0449486,126.2219271,44.14839082,12.40269617,6.899063111,4.262476203,7.140059905,13.375,88.375,43.375,28.375,0
0,0,0,0,0,169.9277146,382.2661137,100.2980648,40.35596077,11.9144984,70.04617722,7.280754973,4.553681159,167.2608825,471.3640488,96.50317789,37.62600931,8.751109956,34.77968781,5.028547098,3.353421724,105.375,0.375,45.375,15.375,0
0,0,0,0,0,182.7233444,463.8215938,97.86318138,39.13743953,19.78214143,52.49367592,8.168208234,6.539569652,182.6839366,472.0439233,89.32192548,44.95762061,2.095246011,15.30840947,6.030233907,5.906572527,46.375,1.375,151.375,76.375,0
0,0,0,0,0,183.124256,461.298486,103.7322326,38.75825851,21.25283827,60.60832238,10.26014304,4.062202292,183.399917,449.9692416,114.5470946,38.94447794,14.56861338,38.05400111,7.132358765,1.849326999,73.375,13.375,28.375,28.375,0
0,0,0,0,0,174.7438709,460.8244207,97.17669293,38.46269734,14.00594062,43.82913756,9.502218063,4.992163623,178.4157524,451.0354695,97.10902006,37.81786901,13.04276563,53.96041604,11.10674348,6.220588173,60.375,30.375,0.375,15.375,0
0,0,0,0,0,174.3167077,462.5502092,95.10619138,38.92069844,13.898867,59.85382032,8.562442719,4.834255949,165.311473,482.7340183,104.2837814,38.34686242,2.304903231,75.47978788,8.385070381,2.110239741,56.375,11.375,11.375,41.375,0
0,0,0,0,0,165.1772635,444.1749916,98.13899255,39.31264506,15.06968904,45.20898999,7.539933052,3.726302259,157.7839876,405.2208086,97.74115024,39.82437934,23.3251966,59.15259106,3.144681995,2.130727234,26.375,11.375,56.375,41.375,0
0,0,0,0,0,172.3099685,447.8739999,99.78094926,39.34132303,14.29367183,59.76941852,8.959940699,4.517200195,172.7346767,436.6732329,101.0436467,44.15155702,23.4563891,47.22192985,11.44887539,3.097033688,2.375,2.375,32.375,92.375,0
0,0,0,0,0,175.1924717,450.6430703,101.5858063,40.10747275,12.60430226,45.46802553,8.134106877,4.998071633,173.4867111,445.5884949,97.45035079,41.8157351,16.70818971,78.70597713,11.03655968,6.80414043,70.375,55.375,10.375,25.375,0
0,0,0,0,0,169.089434,443.9577594,99.53594698,39.56230256,15.81158789,51.52817161,10.47408325,4.590217621,169.5921502,417.182424,102.287471,45.05483137,3.152579675,34.17171841,1.485125109,3.343391478,9.375,24.375,9.375,24.375,0
0,0,0,0,0,169.1318621,454.0820992,100.0596627,38.75393987,19.54326889,45.35057422,10.14761775,4.84574052,166.7836014,477.242712,99.19179898,38.82086664,6.088043149,37.5801499,8.291501266,4.688746722,38.375,83.375,8.375,23.375,0
0,0,0,0,0,173.0426404,441.1015164,101.1929117,41.88688605,13.23936305,42.00508751,8.844534194,5.092520519,185.2319909,442.6578997,101.765469,38.8114574,15.23431115,20.61610913,14.49791561,4.390800711,21.375,51.375,81.375,36.375,0
0,0,0,0,0,170.5668128,444.1155533,100.2491746,39.38570122,15.76004163,44.12884332,9.571659693,5.688999947,186.4387651,381.3643511,104.5621091,39.12389014,27.67906293,51.51390382,15.5252327,2.159314447,2.375,2.375,107.375,47.375,0
0,0,0,0,0,174.0339702,447.635526,98.9585315,39.91320447,17.20152621,51.20780569,11.04671684,4.753665161,184.8619861,432.3763323,102.5505631,40.04631233,29.57607402,29.67291137,7.336181574,4.121128988,107.375,17.375,62.375,2.375,0
1,0,0,0,0,172.0389657,434.1976576,99.0020425,38.76811261,11.38498276,51.60872173,10.21179526,6.261033596,167.2546084,431.2789061,103.1058589,40.94697092,7.027153018,74.60660984,9.741982305,6.880605108,1.375,1.375,46.375,121.375,0
0,0,0,0,0,172.2509781,450.0431235,105.6740333,49.45541634,13.80825011,47.96558001,20.35436005,6.530854148,165.1325208,435.8842108,88.17063679,50.31641967,25.99262653,26.63597451,5.518462452,3.723873518,43.375,13.375,73.375,133.375,0
0,0,0,0,0,170.5916613,452.1815343,98.42460024,40.56996022,9.756835012,49.66321714,9.493908222,5.212761444,165.6405153,445.7269089,105.5476129,41.60352173,12.65797576,37.33162494,10.21551386,7.818579236,94.375,4.375,19.375,79.375,0
0,0,1,0,0,172.6839155,421.613662,100.7744926,39.01811046,12.54233669,37.41408499,10.84970447,5.960003988,157.700888,452.9473297,88.01480941,39.79768158,15.30890963,15.62140939,0.758446008,5.178094245,32.375,17.375,2.375,17.375,0
0,0,0,0,0,169.364194,456.6561852,101.6414183,41.1287532,16.06436097,55.41187441,10.04290236,4.059153146,169.9720847,493.6400045,101.1513856,42.58157206,28.9395483,74.36984045,6.617429881,4.919128221,11.375,56.375,41.375,26.375,0
0,0,0,0,0,168.739918,438.1228045,97.69830546,42.24694134,10.09845154,36.4340908,9.918621513,4.867599772,168.5360739,464.4131602,89.39872024,41.83102541,2.771169604,29.95754873,9.938834051,5.951257264,33.375,48.375,3.375,18.375,0
0,0,0,0,0,166.1278414,435.0923181,100.6630737,38.92105016,14.91626766,48.33942112,9.89928872,5.327704362,172.1427027,438.7705351,98.33255228,40.68569913,17.86111098,35.70637459,7.716780445,6.012332827,39.375,9.375,39.375,84.375,0
0,0,0,0,0,171.7521075,451.6998544,98.58195955,40.16732119,17.57861609,46.48401343,9.442050792,4.231669281,181.5334181,461.6279852,98.17166173,37.27320088,18.57030727,11.23267523,12.88761173,6.477728326,46.375,1.375,61.375,1.375,0
0,0,0,0,0,166.0391008,443.0071435,103.3861454,38.0519592,14.52718392,44.06539769,10.90737211,4.67393398,163.4661011,430.0720269,104.0122858,37.14089167,11.5517821,46.85711569,10.94324157,6.506957206,27.375,12.375,57.375,12.375,0
0,0,0,0,0,171.033609,458.8728654,99.66732645,39.21866451,14.05482092,43.4232971,7.473684899,5.786189219,164.4899357,516.4694864,95.25706375,38.63469451,12.97061937,34.98687389,8.723939195,1.285629754,2.375,47.375,17.375,137.375,0
0,0,0,0,0,164.2806789,449.0238211,101.7599837,39.67717439,14.37800041,43.03452767,11.0021865,4.381326565,156.2584354,423.5327472,99.18134359,40.77368778,25.77527464,51.04813706,16.04641904,8.480630747,4.375,4.375,34.375,109.375,0
0,0,0,0,0,170.4405565,446.1759927,99.20007937,40.81216948,12.56762848,45.44940958,11.98633087,6.464007202,155.811494,439.0499237,93.64653499,35.43184592,10.84707929,49.49811394,9.677327641,0.298912867,19.375,4.375,19.375,4.375,0
0,0,0,0,0,174.1946225,461.2323695,100.2932921,40.18113813,14.84130643,42.32576938,9.644604796,4.198402662,166.8145289,449.1945652,99.28573565,38.73224448,8.200660364,42.24690714,13.68662727,7.751537804,4.375,34.375,79.375,19.375,0
0,0,0,0,0,171.3271983,463.267133,103.5362924,40.38872115,12.29318195,36.17370061,9.157531547,4.163061156,172.8285591,486.9474627,107.0477975,43.12577776,5.749885427,34.60483659,12.89135734,0.957019607,27.375,72.375,42.375,12.375,0
0,0,0,0,0,167.8452358,444.3867117,96.15982874,41.51277349,15.07128492,53.4321956,11.89447375,5.2506983,164.92704,437.3548124,93.84265663,43.50377075,9.456507083,30.32777929,7.108523366,0.166015568,31.375,46.375,16.375,1.375,0
0,0,0,0,0,173.5626793,425.9831642,99.29961981,39.58296597,17.23363556,49.56056454,8.805335226,5.068224175,177.1628973,449.6485541,98.89970561,39.0606556,5.408204395,33.44088648,8.744678488,5.867536454,28.375,43.375,73.375,28.375,0
0,0,0,0,0,169.6849669,445.3752728,99.16878709,40.70052352,13.92397418,41.67280875,8.713299967,5.019232605,172.4955937,436.0604455,93.17509888,39.24186863,5.133586005,38.52047886,10.62922408,5.459584436,16.375,16.375,1.375,31.375,0
0,0,0,0,0,168.3325317,438.971741,100.7209218,49.96606544,12.2717571,62.5530677,8.804459096,6.678674965,162.5333055,376.4457222,101.1311239,45.50932499,8.08666755,47.06838388,4.843308903,4.951217389,0.375,90.375,60.375,0.375,0
1,0,0,0,0,168.2254234,441.211963,98.55085815,40.19406115,12.84389178,51.87800994,10.19890696,4.428323106,159.3315162,438.6857291,103.8045762,41.10837257,24.81999502,59.99989312,18.52049671,1.663862736,12.375,42.375,132.375,72.375,0
0,0,0,0,0,167.3075398,452.3722086,97.57534681,42.06122949,13.86507878,51.34635291,8.81933352,7.070351875,169.9680675,467.3592871,95.66916683,38.18932391,16.70154891,32.64159077,3.620626509,10.67604829,154.375,34.375,4.375,19.375,0
0,0,0,0,0,175.2040141,441.886787,98.27448778,39.74167423,15.19591888,43.47057122,10.01311762,5.057554358,178.6786515,385.4183663,101.7924739,39.2840063,23.06025655,36.9138295,7.468386461,4.188249338,6.375,51.375,6.375,21.375,0
1,0,0,0,0,173.7093182,444.1245015,100.2695068,39.12542734,15.66361106,51.33198654,10.44379564,4.587638726,180.0006393,434.034161,96.20089247,42.83301361,21.0366721,40.50866905,5.756573483,2.891418051,24.375,9.375,39.375,129.375,0
0,0,0,0,0,165.0420507,462.9254149,99.24484559,40.21451949,14.06186221,56.68618072,10.60583555,4.740285618,151.0906291,459.3113565,103.5142357,42.02310722,17.80670176,85.42382425,15.03221062,7.518055027,45.375,30.375,0.375,75.375,0
0,0,0,0,0,169.5110037,452.5251554,99.01982892,39.85133912,15.61580888,43.31629836,12.24711925,5.835764164,162.0264636,444.1063366,110.5498407,38.84641346,23.12842578,39.637241,12.05472826,12.45194641,159.375,9.375,9.375,24.375,0
0,0,0,0,0,170.8675321,442.0378098,101.2318267,41.34500309,16.73464728,47.66493286,10.36393784,5.344487806,173.1549257,445.6095388,96.41092092,42.4060726,19.62872437,40.81267149,8.37407644,4.385630298,70.375,25.375,10.375,25.375,0
0,0,0,0,0,172.7238556,456.7118432,99.55671576,40.15486195,15.74175394,45.67686393,7.007173303,6.37518954,183.6265148,433.5817068,100.0929089,40.84132068,15.12803291,37.69858584,3.128278261,1.724849001,14.375,59.375,74.375,200.375,0
0,0,0,0,0,166.6208782,442.9937759,101.523188,41.4751765,10.58526546,56.42557168,8.96547741,5.633244895,155.8115446,421.045807,100.9602024,44.76894937,9.07876975,40.10521689,3.654085048,6.628677647,21.375,51.375,6.375,36.375,0
0,0,0,0,0,177.2272559,379.8420631,99.97403168,37.95231797,14.31806937,60.74360232,12.06192332,5.453414743,166.1296814,433.8342738,116.1902683,36.84087713,11.39708214,59.80558461,19.19417435,4.027235344,116.375,11.375,41.375,26.375,0
0,0,0,0,0,187.1296395,440.4398254,99.40420918,40.84742891,13.43477115,40.10629812,11.48799248,4.825575293,175.085287,445.7966774,98.33151435,40.7021474,7.485939401,24.78442769,16.18591681,4.060936908,0.375,15.375,15.375,30.375,0
0,0,0,0,0,169.0661224,442.9247895,94.68790945,39.48170855,13.48896621,62.83868848,12.13971932,3.84196068,180.7337504,463.8103233,91.69534238,38.96181273,1.570979478,35.37833427,9.338873989,5.351164346,4.375,19.375,4.375,94.375,0
0,0,0,0,0,171.1859172,432.5120796,96.70338362,39.57871186,15.38920037,42.25474911,9.431212908,5.723777752,167.7122714,422.0730399,98.752564,37.32913975,8.491466086,63.83933602,6.121428867,4.675965191,0.375,15.375,0.375,15.375,0
0,0,0,0,0,169.3263064,469.492659,100.4034856,42.07619058,13.23606593,59.06169548,9.188155196,5.013461765,171.7993508,455.5397153,101.3315114,40.29047379,14.03903458,113.3970937,9.828732456,2.219391179,4.375,64.375,49.375,19.375,0
0,0,0,0,0,173.374346,423.7038028,98.89134307,40.01956969,13.68781296,42.6637563,11.57078938,4.674774616,157.4826176,393.3471756,93.95243116,41.22576976,15.47274597,49.76247547,14.57359662,3.405921337,46.375,1.375,1.375,46.375,0
0,0,0,0,0,173.4679086,461.459411,98.62476558,40.05420534,16.63133098,54.27131689,8.962152868,6.071636911,160.0166449,439.4821327,93.43916893,35.14980881,12.19230755,102.5365308,10.38545222,6.639845717,42.375,87.375,12.375,12.375,0
0,0,0,0,0,168.2371633,452.9335758,105.0868327,39.44021535,12.87076364,49.16738376,10.0252297,4.757129368,173.320969,395.8232227,94.48659941,38.20106958,13.67743362,23.31300442,10.8297552,2.123696354,2.375,17.375,2.375,137.375,0
0,0,0,0,0,169.4298903,436.1918938,102.7027444,39.04744726,15.62862992,48.65302338,8.468417494,3.948096625,171.3407387,385.5810737,100.051967,38.77167946,20.22849988,26.30800506,9.535372579,3.312956923,9.375,24.375,114.375,84.375,0
0,0,0,0,0,170.4848655,385.0940376,103.8590751,40.18911526,14.32244568,48.9336492,10.86256177,4.183544082,165.4913397,423.2576824,102.2443773,38.60429052,12.9852652,86.24512209,6.466122549,3.326026787,35.375,50.375,5.375,110.375,0
0,0,0,0,0,180.2257405,441.3982877,100.0881504,39.45889414,18.04676456,44.9172155,8.296026745,5.235793858,187.8810954,404.7406278,105.2740073,40.2319268,21.92005411,68.72577642,13.78269996,3.03436658,43.375,28.375,13.375,58.375,0
0,0,0,1,0,166.3553335,454.1290123,96.87198738,39.10589393,13.69663285,44.45847965,9.652868901,5.860626998,167.9558618,426.0650523,91.98512047,39.85595479,14.69610839,44.23771979,13.14803116,4.782462009,9.375,24.375,24.375,9.375,0
0,0,0,0,0,169.0587815,450.5936197,101.3718588,40.62076479,13.85066757,36.81960502,12.69807168,5.043899617,172.4440885,445.1381467,106.8670818,42.40173733,8.163648538,30.00688121,22.28616585,5.143800686,57.375,12.375,27.375,57.375,0
0,0,0,0,0,166.8630555,389.3030242,100.751728,44.14394981,15.26621595,65.46179738,10.33233489,5.767211827,168.7577979,431.5114204,106.1258785,52.15509848,23.3965082,33.3816159,13.1168952,4.348683179,15.375,0.375,105.375,275.375,0
0,0,0,0,0,169.3006338,481.5757322,100.3676466,39.85702395,15.41205022,56.6991015,9.638302983,5.58966771,177.176422,432.8993992,107.3786648,43.84332509,5.088560168,19.26133459,10.34667502,1.218549391,57.375,72.375,42.375,12.375,0
0,0,0,0,0,165.4783384,464.1945932,99.15644585,39.74199051,12.43342189,62.48097899,10.69935055,4.527420488,172.2687122,480.9183107,90.34010279,42.6559878,13.04411388,44.8995733,11.81268994,1.267974648,1.375,16.375,1.375,46.375,0
0,0,0,0,0,165.7649821,449.9863777,105.3018231,40.49831187,12.58336558,41.62731859,10.00323601,5.388432017,165.8851903,442.24929,98.31724129,39.3337089,9.127128156,49.50892326,6.116752376,3.954676606,144.375,99.375,54.375,9.375,0
0,0,0,0,0,172.5162868,438.2183672,101.1638263,45.2228223,16.23032426,41.47510803,10.16489561,6.917336547,165.1591414,409.4060698,105.4479112,48.87662362,32.87921357,24.67929655,15.30306452,5.163167952,57.375,42.375,12.375,87.375,0
0,0,0,0,0,172.8534897,468.3440553,98.67874984,39.20301888,13.33118293,52.48339516,8.19392172,4.954303431,183.3564962,492.0619567,98.47933005,36.72774191,26.58151128,45.29713077,10.9597391,2.359409149,29.375,74.375,29.375,14.375,0
